peak	chr	start	end	length	pileup	neg.log10p	fold.enrichment	neg.log10.q	tag	d	i.chr	i.start	i.end	id	ensembl.id	strand	gene.type	rep3.match
nup153_broad_peak_28114	chr4	156677751	156678825	1075	17.1	160.529	900.983	124.555	GENE	1320	chr4	156680144	156728743	GUCY1B3	ENSG00000061918	+	protein_coding	 
nup153_broad_peak_7969	chr12	32940867	32942330	1464	9.19	686.691	507.315	421.556	GENE	1350	chr12	32943679	33049774	PKP2	ENSG00000057294	-	protein_coding	 
nup153_broad_peak_33730	chr7	55725311	55727002	1692	12.77	472.518	330.184	242.639	LAD	1374	chr7	55728375	55759149	chr7_55728375_55759149				 
nup153_broad_peak_19734	chr2	91904168	91905737	1570	10.77	471.396	358.457	241.265	GENE	1398	chr2	91874128	91902771	AC027612.3	ENSG00000230572	-	pseudogene	 
nup153_broad_peak_14063	chr16	34775148	34776243	1096	10.6	806.643	558.471	527.496	GENE	1408	chr16	34777650	34778016	RARRES2P8	ENSG00000259996	-	pseudogene	 
nup153_broad_peak_34693	chr7	123432194	123433342	1149	10.38	485.734	368.167	253.258	GENE	1430	chr7	123430659	123430765	RNU6-11P	ENSG00000201104	-	snRNA	 
nup153_broad_peak_26267	chr3	187647637	187649099	1463	8.7	503.767	401.887	266.774	GENE	1454	chr3	187650552	187664009	RP11-44H4.1	ENSG00000236864	-	lincRNA	 
nup153_broad_peak_19699	chr2	89849879	89854433	4555	27.09	825.283	336.568	547.355	LAD	1501	chr2	89833026	89848379	chr2_89833026_89848379				 
nup153_broad_peak_25277	chr3	109057934	109058936	1003	18.98	723.494	383.887	452.187	GENE	1516	chr3	109044988	109056419	DPPA4	ENSG00000121570	-	protein_coding	 
nup153_broad_peak_4159	chr10	39077766	39080480	2715	23.3	115.648	49.872	847.619	GENE	1528	chr10	39076135	39076239	RP11-96F8.1	ENSG00000233832	+	pseudogene	R1_R2_R3_10kb
nup153_broad_peak_16798	chr18	35234456	35235556	1101	8.71	620.848	474.392	372.996	GENE	1543	chr18	35237098	35237178	MIR4318	ENSG00000266530	+	miRNA	 
nup153_broad_peak_5566	chr11	4678262	4679345	1084	8.11	560.497	449.023	316.476	GENE	1545	chr11	4664650	4676718	OR51E1	ENSG00000180785	+	protein_coding	 
nup153_broad_peak_9669	chr13	33632168	33634124	1957	9.1	606.285	454.566	353.295	LAD	1553	chr13	33635676	33651181	chr13_33635676_33651181				 
nup153_broad_peak_32268	chr6	131145916	131146952	1037	15.06	10.623	619.514	758.059	GENE	1595	chr6	131148546	131158275	SMLR1	ENSG00000256162	+	protein_coding	 
nup153_broad_peak_7307	chr11	123543944	123545051	1108	10.81	538.047	390.488	29.543	GENE	1600	chr11	123539207	123542345	RP11-634B22.4	ENSG00000254467	+	lincRNA	 
nup153_broad_peak_36317	chr8	86563557	86565256	1700	12.55	514.571	355.669	276.387	GENE	1607	chr8	86566862	86568611	REXO1L3P	ENSG00000272628	-	pseudogene	 
nup153_broad_peak_17827	chr19	23871743	23873335	1593	13.53	968.546	593.121	678.355	GENE	1722	chr19	23708433	23870022	ZNF675	ENSG00000197372	-	protein_coding	 
nup153_broad_peak_40021	chrY	9908594	9909706	1113	16.29	80.728	454.818	523.344	GENE	1835	chrY	9904163	9906760	TSPY5P	ENSG00000225685	-	pseudogene	 
nup153_broad_peak_17821	chr19	23424748	23425845	1098	13.19	823.535	52.629	540.056	LAD	1857	chr19	21875137	23422892	chr19_21875137_23422892				 
nup153_broad_peak_18617	chr2	6517417	6518503	1087	7.28	496.071	412.191	257.853	GENE	1864	chr2	6506142	6515554	AC105253.1	ENSG00000227007	-	lincRNA	 
nup153_broad_peak_23214	chr22	16126858	16128322	1465	8.58	47.355	378.658	240.629	GENE	1886	chr22	16100517	16124973	NBEAP3	ENSG00000223875	-	pseudogene	 
nup153_broad_peak_10758	chr14	35978126	35979134	1009	9.79	544.178	415.805	301.522	GENE	1898	chr14	35981031	35982295	KRT18P6	ENSG00000258783	-	pseudogene	 
nup153_broad_peak_36320	chr8	86751469	86753374	1906	11.92	422.695	31.653	200.916	GENE	1900	chr8	86747543	86749570	REXO1L11P	ENSG00000223524	+	protein_coding	 
nup153_broad_peak_2570	chr1	185010908	185012528	1621	6.96	466.922	394.482	236.153	GENE	1969	chr1	185014496	185071740	RNF2	ENSG00000121481	+	protein_coding	 
nup153_broad_peak_10801	chr14	39608192	39609526	1335	19.32	670.232	344.793	41.023	GENE	2016	chr14	39583427	39606177	GEMIN2	ENSG00000092208	+	protein_coding	 
nup153_broad_peak_1519	chr1	92629212	92630525	1314	10.53	546.986	394.147	304.186	GENE	2018	chr1	92632542	92650280	KIAA1107	ENSG00000069712	+	protein_coding	 
nup153_broad_peak_40050	chrY	13716810	13717816	1007	9.56	571.507	43.835	325.151	LAD	2022	chrY	13486686	13714789	chrY_13486686_13714789				 
nup153_broad_peak_2598	chr1	187502170	187503199	1030	11.08	780.724	538.041	506.746	GENE	2035	chr1	187505233	187505431	RP11-393M18.1	ENSG00000228012	-	pseudogene	 
nup153_broad_peak_29134	chr5	53613696	53614740	1045	19.21	19.257	10.057	155.089	GENE	2035	chr5	53616774	53710955	LINC01033	ENSG00000249069	+	lincRNA	 
nup153_broad_peak_27523	chr4	95368761	95369767	1007	9.06	514.237	396.961	275.748	GENE	2036	chr4	95371802	95372043	AC109925.1	ENSG00000203436	-	pseudogene	 
nup153_broad_peak_35328	chr8	12799940	12801062	1123	25.29	106.245	4.492	757.107	GENE	2090	chr8	12803151	12889012	KIAA1456	ENSG00000250305	+	protein_coding	 
nup153_broad_peak_34218	chr7	84565517	84566558	1042	20.35	205.443	10.626	166.388	GENE	2108	chr7	84568665	84569561	AC074183.4	ENSG00000232019	-	lincRNA	 
nup153_broad_peak_12229	chr15	35379452	35380471	1020	6.73	42.898	377.574	202.749	GENE	2142	chr15	35376394	35377311	NANOGP8	ENSG00000255192	-	pseudogene	 
nup153_broad_peak_21330	chr2	223094405	223095920	1516	8.22	58.774	458.986	335.707	LAD	2142	chr2	222932802	223092264	chr2_222932802_223092264				 
nup153_broad_peak_7016	chr11	108832718	108834178	1461	9.82	68.861	507.697	422.294	GENE	2196	chr11	108828445	108830523	AP003027.1	ENSG00000203334	+	pseudogene	 
nup153_broad_peak_5974	chr11	34684834	34685916	1083	17.65	151.613	820.453	116.954	GENE	2231	chr11	34642640	34682604	EHF	ENSG00000135373	+	protein_coding	 
nup153_broad_peak_13505	chr16	8082530	8084132	1603	12.05	789.741	519.089	513.327	LAD	2285	chr16	8063200	8080246	chr16_8063200_8080246				 
nup153_broad_peak_29802	chr5	112731391	112732663	1273	9.77	592.809	429.768	342.562	LAD	2299	chr5	112734961	112763905	chr5_112734961_112763905				R1_R2_R3_10kb
nup153_broad_peak_32207	chr6	125588813	125590002	1190	12.77	959.898	608.711	665.169	LAD	2403	chr6	122795231	125586411	chr6_122795231_125586411				 
nup153_broad_peak_20349	chr2	139257294	139258325	1032	16.86	614.511	35.856	36.064	LAD	2405	chr2	137611681	139254890	chr2_137611681_139254890				 
nup153_broad_peak_8278	chr12	55126693	55127731	1039	12.69	102.992	670.611	72.145	LAD	2426	chr12	55130156	55158125	chr12_55130156_55158125				 
nup153_broad_peak_5716	chr11	15106444	15107541	1098	13.37	116.259	715.012	848.354	GENE	2557	chr11	14926543	15103888	CALCB	ENSG00000175868	+	protein_coding	 
nup153_broad_peak_35967	chr8	57310559	57311628	1070	9.45	473.293	368.585	24.186	GENE	2636	chr8	57285623	57307924	SDR16C6P	ENSG00000253542	-	pseudogene	 
nup153_broad_peak_18421	chr19	53776823	53777888	1066	16.42	151.145	866.889	116.103	GENE	2639	chr19	53771123	53774185	CTD-2245F17.9	ENSG00000269758	-	lincRNA	 
nup153_broad_peak_12250	chr15	38357254	38358358	1105	9.58	541.621	411.217	299.746	GENE	2714	chr15	38276967	38354541	RP11-1008C21.1	ENSG00000259225	+	lincRNA	 
nup153_broad_peak_6215	chr11	55024626	55026943	2318	13.46	478.107	323.509	246.951	GENE	2716	chr11	55029658	55038595	TRIM48	ENSG00000150244	+	protein_coding	 
nup153_broad_peak_7744	chr12	14325532	14326532	1001	17.42	110.182	583.178	794.668	GENE	2722	chr12	14322680	14322811	RP11-72J9.1	ENSG00000256346	+	pseudogene	 
nup153_broad_peak_514	chr1	25823097	25824125	1029	7.4	494.275	407.309	258.965	LAD	2751	chr1	25826875	25845576	chr1_25826875_25845576				 
nup153_broad_peak_1496	chr1	91185559	91186631	1073	16.18	827.398	464.893	545.502	GENE	2766	chr1	91177096	91182794	BARHL2	ENSG00000143032	-	protein_coding	 
nup153_broad_peak_34629	chr7	116999324	117000474	1151	10.19	770.563	542.735	494.135	GENE	2803	chr7	117003276	117068177	ASZ1	ENSG00000154438	-	protein_coding	 
nup153_broad_peak_6164	chr11	48962282	48964372	2091	18.23	821.774	441.212	542.978	GENE	2875	chr11	48967246	48973447	TRIM51CP	ENSG00000249910	+	pseudogene	 
nup153_broad_peak_10615	chr14	24290901	24291954	1054	10.69	747.552	534.379	4.756	GENE	2892	chr14	24294845	24296605	RP11-388E23.3	ENSG00000258887	-	pseudogene	 
nup153_broad_peak_37767	chr9	74603888	74604939	1052	8.36	590.359	462.984	341.094	GENE	2919	chr9	74526426	74600970	C9orf85	ENSG00000155621	+	protein_coding	 
nup153_broad_peak_34542	chr7	107784069	107785118	1050	17.53	101.726	552.638	713.107	GENE	2951	chr7	107788068	108097161	NRCAM	ENSG00000091129	-	protein_coding	 
nup153_broad_peak_25859	chr3	155023138	155024170	1033	21.94	212.547	106.598	173.288	GENE	3047	chr3	155027216	155027596	PABPC1P10	ENSG00000239443	-	pseudogene	 
nup153_broad_peak_29598	chr5	90613273	90614286	1014	26.29	103.343	451.001	726.714	GENE	3055	chr5	90598846	90610219	LUCAT1	ENSG00000248323	-	lincRNA	 
nup153_broad_peak_29598	chr5	90613273	90614286	1014	26.29	103.343	451.001	726.714	GENE	3055	chr5	90608874	90610219	RP11-213H15.4	ENSG00000271762	-	lincRNA	 
nup153_broad_peak_34318	chr7	94210413	94211479	1067	12.28	103.718	66.101	728.423	GENE	3064	chr7	94214542	94285521	SGCE	ENSG00000127990	-	protein_coding	 
nup153_broad_peak_18784	chr2	17561960	17563261	1302	8.37	596.318	466.519	341.221	GENE	3098	chr2	17566358	17567684	PSMC1P10	ENSG00000236348	+	pseudogene	 
nup153_broad_peak_22776	chr21	14366752	14368861	2110	11.55	568.605	40.415	321.683	GENE	3137	chr21	14371997	14389013	AP001464.4	ENSG00000229306	-	lincRNA	 
nup153_broad_peak_39819	chrX	130982385	130983576	1192	10.9	86.747	592.154	579.431	LAD	3173	chrX	130986748	131099631	chrX_130986748_131099631				 
nup153_broad_peak_31746	chr6	82674844	82675953	1110	10.24	685.922	48.821	42.523	GENE	3218	chr6	82679170	82679256	RP11-801I18.1	ENSG00000260574	-	lincRNA	 
nup153_broad_peak_33728	chr7	55665922	55667123	1202	9.3	444.533	351.501	220.009	GENE	3224	chr7	55661470	55662699	RP11-310H4.3	ENSG00000231394	+	lincRNA	 
nup153_broad_peak_35339	chr8	13548675	13549773	1099	10.42	56.045	41.231	314.118	GENE	3311	chr8	13553083	13563015	RP11-436P7.1	ENSG00000255457	+	pseudogene	 
nup153_broad_peak_9887	chr13	49321860	49322881	1022	7.52	497.528	409.798	266.571	GENE	3345	chr13	49326225	49326292	AL137118.1	ENSG00000222391	-	miRNA	 
nup153_broad_peak_37633	chr9	66840197	66842784	2588	10.51	445.507	34.107	220.138	GENE	3407	chr9	66836662	66836791	RP11-318K12.3	ENSG00000270092	+	pseudogene	 
nup153_broad_peak_31094	chr6	27023667	27024735	1069	12.22	100.564	658.001	701.072	GENE	3410	chr6	27028144	27029028	VN1R13P	ENSG00000216762	-	pseudogene	 
nup153_broad_peak_11086	chr14	60390153	60391199	1047	18	902.076	474.665	608.594	LAD	3445	chr14	60394643	60536634	chr14_60394643_60536634				 
nup153_broad_peak_16446	chr18	8024330	8025335	1006	11.49	941.965	621.792	643.891	LAD	3492	chr18	8028826	8094633	chr18_8028826_8094633				 
nup153_broad_peak_3877	chr10	22816013	22817020	1008	9.06	671.751	500.543	40.612	LAD	3526	chr10	22796899	22812488	chr10_22796899_22812488				 
nup153_broad_peak_3869	chr10	22169581	22170669	1089	11.59	818.462	558.048	536.644	LAD	3600	chr10	22115708	22165982	chr10_22115708_22165982				 
nup153_broad_peak_7746	chr12	14360059	14362352	2294	10.47	643.903	462.854	385.581	GENE	3677	chr12	14366028	14366299	RN7SL46P	ENSG00000266749	+	misc_RNA	 
nup153_broad_peak_29033	chr5	44417791	44418812	1022	10.41	712.343	520.514	444.107	GENE	3701	chr5	44388834	44414091	RP11-473L15.2	ENSG00000248464	+	antisense	 
nup153_broad_peak_3576	chr10	4186697	4187697	1001	11.63	920.248	62.006	624.792	LAD	3707	chr10	4191403	4683723	chr10_4191403_4683723				 
nup153_broad_peak_14362	chr16	65163741	65164806	1066	13.8	947.829	581.483	656.007	GENE	3727	chr16	64977656	65160015	CDH11	ENSG00000140937	-	protein_coding	 
nup153_broad_peak_2699	chr1	199991939	199992969	1031	16.61	111.044	626.787	807.238	GENE	3762	chr1	199996730	200146552	NR5A2	ENSG00000116833	+	protein_coding	 
nup153_broad_peak_24800	chr3	63114538	63115961	1424	12.45	56.345	378.393	318.514	GENE	3801	chr3	62936105	63110738	LINC00698	ENSG00000244342	+	lincRNA	 
nup153_broad_peak_19833	chr2	99830730	99831819	1090	7.46	513.854	420.942	273.576	LAD	3818	chr2	99835636	99853513	chr2_99835636_99853513				 
nup153_broad_peak_25864	chr3	155466676	155468944	2269	12.97	501.763	343.884	2.675	GENE	3821	chr3	155093369	155462856	PLCH1	ENSG00000114805	-	protein_coding	 
nup153_broad_peak_12063	chr15	22556777	22557782	1006	13.53	709.675	455.427	444.806	LAD	3870	chr15	22561651	22596193	chr15_22561651_22596193				 
nup153_broad_peak_6165	chr11	49096441	49097452	1012	10.62	812.923	578.445	526.482	GENE	3890	chr11	49092304	49092552	CTD-2132H18.3	ENSG00000254801	-	pseudogene	 
nup153_broad_peak_9941	chr13	52919927	52921149	1223	9.49	5.096	388.748	271.364	GENE	3897	chr13	52908430	52916031	RP13-444H2.1	ENSG00000271564	+	lincRNA	 
nup153_broad_peak_37385	chr9	29631338	29632529	1192	6.62	428.805	379.248	20.347	GENE	3956	chr9	29636484	29636851	RP11-48L13.1	ENSG00000229834	+	pseudogene	 
nup153_broad_peak_27851	chr4	129672108	129673213	1106	12.89	777.105	495.335	507.837	GENE	3969	chr4	129677181	129677284	snoU13	ENSG00000238802	+	snoRNA	 
nup153_broad_peak_24868	chr3	67360765	67362628	1864	9.45	51.429	397.306	274.247	GENE	3983	chr3	67346724	67356783	RP11-85I21.1	ENSG00000241884	+	lincRNA	 
nup153_broad_peak_21231	chr2	216245884	216247596	1713	9.47	49.974	377.644	264.855	LAD	3988	chr2	216251583	216604679	chr2_216251583_216604679				 
nup153_broad_peak_7370	chr11	127097340	127098348	1009	10.4	766.859	567.465	485.532	GENE	3997	chr11	127060664	127093344	CTD-2234N14.1	ENSG00000272642	+	lincRNA	 
nup153_broad_peak_36441	chr8	97628003	97629003	1001	12.72	104.802	683.049	736.205	GENE	4004	chr8	97505579	97624000	SDC2	ENSG00000169439	+	protein_coding	 
nup153_broad_peak_2966	chr1	214838398	214839504	1107	15.44	140.682	787.626	107.767	LAD	4037	chr1	214843540	218450083	chr1_214843540_218450083				 
nup153_broad_peak_27544	chr4	96477655	96478665	1011	7.21	433.157	372.116	208.898	GENE	4048	chr4	96470280	96473608	RP11-710C12.1	ENSG00000271474	+	antisense	 
nup153_broad_peak_25835	chr3	152851490	152852788	1299	11.36	468.582	344.329	239.404	GENE	4062	chr3	152846863	152847429	RP11-529G21.3	ENSG00000241671	-	pseudogene	 
nup153_broad_peak_35338	chr8	13387936	13389433	1498	9.32	702.047	513.415	438.673	GENE	4106	chr8	13393538	13393644	RNA5SP255	ENSG00000252179	+	rRNA	 
nup153_broad_peak_4134	chr10	38380686	38381782	1097	9.69	557.759	419.542	314.782	LAD	4108	chr10	38334838	38376579	chr10_38334838_38376579				 
nup153_broad_peak_9883	chr13	49156337	49157517	1181	18.13	564.345	321.265	316.963	GENE	4114	chr13	49151110	49152224	LINC00462	ENSG00000233610	-	lincRNA	 
nup153_broad_peak_40023	chrY	10042037	10044990	2954	13.55	516.859	34.325	279.201	GENE	4123	chrY	10037764	10037915	RNA5-8SP6	ENSG00000251705	+	rRNA	 
nup153_broad_peak_27846	chr4	129495839	129497844	2006	14.77	112.648	67.779	812.756	GENE	4154	chr4	129489127	129491686	RP11-184M15.1	ENSG00000248187	-	lincRNA	 
nup153_broad_peak_7379	chr11	127805635	127806635	1001	9.81	733.181	536.304	457.504	GENE	4174	chr11	127810808	127811549	RP11-676M6.1	ENSG00000254612	-	pseudogene	 
nup153_broad_peak_700	chr1	34123780	34124834	1055	12.35	106.891	664.429	765.504	LAD	4235	chr1	34129068	34146071	chr1_34129068_34146071				 
nup153_broad_peak_3034	chr1	220589609	220591678	2070	8.42	563.696	439.179	320.042	LAD	4271	chr1	220524218	220585339	chr1_220524218_220585339				 
nup153_broad_peak_27661	chr4	109782005	109783118	1114	10.6	811.094	577.239	525.862	LAD	4297	chr4	109787414	109823415	chr4_109787414_109823415				 
nup153_broad_peak_8081	chr12	43367202	43368701	1500	13.38	53.885	369.923	296.531	GENE	4357	chr12	43373057	43390289	RP11-547C5.2	ENSG00000257373	-	lincRNA	 
nup153_broad_peak_1841	chr1	118250336	118251427	1092	8.65	545.188	430.382	30.325	LAD	4358	chr1	118255784	118281175	chr1_118255784_118281175				 
nup153_broad_peak_8475	chr12	70031710	70032726	1017	11.52	947.389	623.392	650.325	GENE	4415	chr12	70037140	70093256	BEST3	ENSG00000127325	-	protein_coding	 
nup153_broad_peak_39805	chrX	129687641	129688644	1004	13.56	116.064	72.459	83.937	LAD	4424	chrX	129693067	129775083	chrX_129693067_129775083				 
nup153_broad_peak_37737	chr9	72652627	72654025	1399	41.09	15.278	438.873	118.311	GENE	4473	chr9	72658497	72841886	MAMDC2	ENSG00000165072	+	protein_coding	 
nup153_broad_peak_18066	chr19	37819413	37820449	1037	10.18	700.127	514.097	431.305	LAD	4481	chr19	37824929	37849487	chr19_37824929_37849487				 
nup153_broad_peak_9099	chr12	115509207	115510648	1442	7.51	525.619	423.807	2.833	GENE	4483	chr12	115515130	115517958	RP11-25E2.1	ENSG00000257958	+	lincRNA	 
nup153_broad_peak_6153	chr11	48892052	48897107	5056	10.92	525.204	385.366	285.256	GENE	4557	chr11	48901663	48906789	RP11-56P9.5	ENSG00000255551	+	pseudogene	 
nup153_broad_peak_33998	chr7	68647144	68648244	1101	18.52	672.962	361.225	411.437	GENE	4577	chr7	68652820	68654305	RP11-3P22.1	ENSG00000236839	-	lincRNA	 
nup153_broad_peak_5989	chr11	35876138	35877171	1034	7.2	483.047	408.013	246.808	GENE	4629	chr11	35881799	35883048	KRT18P14	ENSG00000186082	-	pseudogene	 
nup153_broad_peak_22036	chr20	25738367	25739461	1095	18.1	17.263	917.729	136.989	GENE	4642	chr20	25744102	25848861	FAM182B	ENSG00000175170	-	protein_coding	 
nup153_broad_peak_28019	chr4	148496052	148497102	1051	18.56	139.817	744.118	105.638	LAD	4686	chr4	147459274	148491367	chr4_147459274_148491367				 
nup153_broad_peak_24890	chr3	69567867	69568920	1054	8.64	631.204	479.938	373.903	LAD	4713	chr3	69520479	69563155	chr3_69520479_69563155				 
nup153_broad_peak_34181	chr7	80313309	80314401	1093	7.35	496.757	414.167	259.249	GENE	4717	chr7	79998891	80308593	CD36	ENSG00000135218	+	protein_coding	 
nup153_broad_peak_3017	chr1	219830870	219831994	1125	16.9	888.715	500.559	603.757	GENE	4726	chr1	219836719	219836809	AC096643.1	ENSG00000252240	+	miRNA	 
nup153_broad_peak_28196	chr4	165792235	165793345	1111	11.56	937.533	609.553	647.169	GENE	4812	chr4	165798156	165820117	RP11-366M4.3	ENSG00000248329	+	processed_transcript	 
nup153_broad_peak_4160	chr10	39081122	39082884	1763	13.16	569.501	383.726	322.495	GENE	4884	chr10	39076135	39076239	RP11-96F8.1	ENSG00000233832	+	pseudogene	R1_R2_R3_10kb
nup153_broad_peak_29864	chr5	118775507	118776515	1009	10.25	541.461	413.047	299.264	GENE	4897	chr5	118781411	118781528	RNA5SP190	ENSG00000202092	+	rRNA	 
nup153_broad_peak_9105	chr12	115807456	115808465	1010	10.53	812.466	560.089	534.369	GENE	4907	chr12	115800817	115802550	RP11-116D17.1	ENSG00000257726	+	protein_coding	 
nup153_broad_peak_34965	chr7	144082771	144084080	1310	7.66	45.184	375.232	22.555	GENE	5047	chr7	144052381	144077725	ARHGEF5	ENSG00000050327	+	protein_coding	 
nup153_broad_peak_1602	chr1	100426514	100427748	1235	8.12	51.219	411.466	275.751	LAD	5051	chr1	100348101	100421464	chr1_100348101_100421464				 
nup153_broad_peak_32936	chr7	3219359	3220415	1057	9.15	470.507	377.334	240.562	GENE	5073	chr7	3179868	3214287	AC091801.1	ENSG00000217455	-	protein_coding	 
nup153_broad_peak_1341	chr1	76490114	76491625	1512	9.69	58.744	455.131	338.462	GENE	5074	chr1	76477009	76485041	RP11-550H2.1	ENSG00000225605	+	lincRNA	 
nup153_broad_peak_33107	chr7	13924708	13925748	1041	8.33	592.614	464.562	3.388	GENE	5106	chr7	13930853	14031050	ETV1	ENSG00000006468	-	protein_coding	 
nup153_broad_peak_6822	chr11	89856739	89858008	1270	11	595.056	426.893	347.518	GENE	5111	chr11	89851559	89851629	SNORD56	ENSG00000207299	+	snoRNA	 
nup153_broad_peak_20472	chr2	151433850	151434976	1127	12.16	100.124	652.118	701.451	GENE	5116	chr2	151409046	151428735	AC104777.2	ENSG00000236049	-	lincRNA	 
nup153_broad_peak_27523	chr4	95368761	95369767	1007	9.06	514.237	396.961	275.748	LAD	5118	chr4	95209895	95363644	chr4_95209895_95363644				 
nup153_broad_peak_39619	chrX	102166252	102167856	1605	7.49	514.076	422.518	273.917	GENE	5167	chrX	102139342	102161086	LL0XNC01-237H1.2	ENSG00000239407	+	lincRNA	 
nup153_broad_peak_22036	chr20	25738367	25739461	1095	18.1	17.263	917.729	136.989	LAD	5199	chr20	25744659	25765754	chr20_25744659_25765754				 
nup153_broad_peak_37927	chr9	85900288	85901849	1562	7.72	454.482	378.953	226.624	LAD	5200	chr9	85591858	85895089	chr9_85591858_85895089				 
nup153_broad_peak_34878	chr7	137919298	137920800	1503	26.9	120.339	446.234	892.236	LAD	5240	chr7	137871178	137914059	chr7_137871178_137914059				 
nup153_broad_peak_22760	chr21	10854977	10857379	2403	27.25	903.583	363.744	615.528	GENE	5244	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	 
nup153_broad_peak_20561	chr2	159797744	159799313	1570	12.41	587.171	393.804	337.447	GENE	5248	chr2	159792310	159792497	RNU2-21P	ENSG00000222300	-	snRNA	 
nup153_broad_peak_10263	chr13	93702598	93703615	1018	12.08	646.017	454.567	38.997	GENE	5296	chr13	93708910	93710179	LINC00363	ENSG00000232849	+	lincRNA	 
nup153_broad_peak_26820	chr4	29474780	29477098	2319	8.72	630.805	483.704	370.983	GENE	5309	chr4	29467323	29469472	RP11-68D16.2	ENSG00000251113	-	pseudogene	 
nup153_broad_peak_40072	chrY	28786112	28787837	1726	22.74	74.549	345.272	474.893	GENE	5314	chrY	28740998	28780799	PARP4P1	ENSG00000237917	-	pseudogene	 
nup153_broad_peak_31905	chr6	97763238	97764508	1271	10.29	45.026	348.228	224.365	GENE	5315	chr6	97731179	97757924	RP3-418C23.2	ENSG00000226684	+	lincRNA	 
nup153_broad_peak_21421	chr2	228838249	228839345	1097	7.61	519.307	422.526	278.239	GENE	5322	chr2	228844666	229046361	SPHKAP	ENSG00000153820	-	protein_coding	 
nup153_broad_peak_26808	chr4	27289190	27290190	1001	8.66	628.273	480.863	367.887	GENE	5344	chr4	27219101	27283847	RP11-415C15.2	ENSG00000249699	+	lincRNA	 
nup153_broad_peak_17825	chr19	23700815	23701872	1058	20.09	201.987	104.978	163.152	GENE	5358	chr19	23675230	23695458	ZNF725P	ENSG00000268100	-	pseudogene	 
nup153_broad_peak_27353	chr4	78976247	78977513	1267	12.88	55.752	357.798	314.476	LAD	5366	chr4	78890490	78970882	chr4_78890490_78970882				 
nup153_broad_peak_7874	chr12	25806892	25808006	1115	10.25	774.742	559.914	493.036	GENE	5380	chr12	25562241	25801513	IFLTD1	ENSG00000152936	-	protein_coding	 
nup153_broad_peak_36286	chr8	82511320	82512383	1064	7.31	50.109	413.577	26.218	GENE	5422	chr8	82517804	82543369	IMPA1P	ENSG00000251521	-	pseudogene	 
nup153_broad_peak_8279	chr12	55327374	55328392	1019	8.34	50.579	398.009	269.257	LAD	5461	chr12	55279498	55321914	chr12_55279498_55321914				 
nup153_broad_peak_516	chr1	25851049	25852059	1011	11.48	551.012	40.641	307.069	LAD	5474	chr1	25826875	25845576	chr1_25826875_25845576				 
nup153_broad_peak_14047	chr16	33971105	33975973	4869	30.71	902.677	32.989	616.919	GENE	5529	chr16	33965426	33965577	RNA5-8SP2	ENSG00000200434	+	rRNA	 
nup153_broad_peak_30325	chr5	152895503	152897091	1589	9.69	50.505	385.922	269.236	LAD	5540	chr5	152902630	152963017	chr5_152902630_152963017				 
nup153_broad_peak_36251	chr8	80015240	80016278	1039	10.28	774.247	561.432	493.301	GENE	5553	chr8	80009598	80009688	AC009941.1	ENSG00000264969	+	miRNA	 
nup153_broad_peak_3501	chr1	247590158	247591194	1037	9	677.311	497.485	413.744	LAD	5583	chr1	247596776	248908210	chr1_247596776_248908210				 
nup153_broad_peak_6710	chr11	80370689	80372411	1723	12.25	943.988	611.231	651.735	GENE	5658	chr11	80364473	80365032	ARL6IP1P3	ENSG00000255014	-	pseudogene	 
nup153_broad_peak_33576	chr7	42510215	42511586	1372	10.18	463.815	353.698	234.619	LAD	5672	chr7	42517257	42724831	chr7_42517257_42724831				 
nup153_broad_peak_6019	chr11	40111766	40112796	1031	19.42	195.915	101.647	158.316	GENE	5700	chr11	40105260	40106067	RP11-40H19.1	ENSG00000255347	-	pseudogene	 
nup153_broad_peak_28603	chr5	6861953	6862967	1015	11.44	928.303	619.352	634.857	GENE	5706	chr5	6868672	6886900	RP11-332J15.2	ENSG00000250060	+	lincRNA	 
nup153_broad_peak_3800	chr10	16729361	16730370	1010	15.23	739.277	43.877	46.653	LAD	5706	chr10	16705746	16723656	chr10_16705746_16723656				 
nup153_broad_peak_6158	chr11	48936221	48937495	1275	8.1	46.518	377.089	235.013	GENE	5724	chr11	48928655	48930498	RP11-56P9.4	ENSG00000255527	+	pseudogene	 
nup153_broad_peak_26444	chr4	539730	541886	2157	8.72	604.511	465.193	350.333	GENE	5746	chr4	492989	533985	PIGG	ENSG00000174227	+	protein_coding	 
nup153_broad_peak_17786	chr19	20947505	20948659	1155	13.17	111.047	705.104	792.704	GENE	5748	chr19	20941246	20941758	VN1R79P	ENSG00000269885	+	pseudogene	 
nup153_broad_peak_20488	chr2	152697259	152698604	1346	7.77	49.662	402.304	259.805	LAD	5750	chr2	152704353	152797627	chr2_152704353_152797627				 
nup153_broad_peak_36759	chr8	123145203	123147086	1884	15.82	76.739	42.669	498.739	GENE	5781	chr8	122966879	123139423	RP11-398G24.2	ENSG00000254303	-	lincRNA	 
nup153_broad_peak_31770	chr6	84241246	84243087	1842	13.15	643.438	41.724	386.312	GENE	5824	chr6	84222194	84235423	PRSS35	ENSG00000146250	+	protein_coding	 
